Company Name,ISIN,ISIC full_code,Region/Country,Report Date,Fiscal Year,Quarter,Month,Orig Report,Page,Note,Report Label,Quantity,Quantity Type,Reported Units,OS-C Code,Standardized Quantity,Standardized units,SASB Industry Code,SASB Sub-Metric Code,SASB units,CDP Code,OS-C - CDP synthetic code,Analyst
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,NOx (MT),45282.00,,"Mg (t), Percentage (%)",Em.17.10,45282.00,Mg,IF-EU,IF-EU-120a.1a,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,SO2 (MT),62274.00,,"Mg (t), Percentage (%)",Em.17.13,62274.00,Mg,IF-EU,IF-EU-120a.1b,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,SASB 2020 Report,4,,Air emissions from lead (Pb),314229.00,,Pounds,Em.17.6,,,IF-EU,IF-EU-120a.1d,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,Mercury (kg) ,179.20,,kg,Em.17.8,179.20,kg,IF-EU,IF-EU-120a.1e,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,SF6 (MT CO2e),163408.00,,mtCO2e,Em.4.12,163408.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,CO2 (MT),74661649.00,,mtCO2e,Em.4.7,74661649.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,CH4 (MT CO2e),225741.00,,mtCO2e,Em.4.8,225741.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,N2O (MT CO2e),310447.00,,mtCO2e,Em.4.9,310447.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,Location Based (MT CO2e),15739423.00,,mtCO2e,Em.7.1,15739423.00,mtCO2e,IF-EU,,,C6.3,C6.3.1,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,Market Based (MT CO2e),14479514.00,,mtCO2e,Em.7.2,14479514.00,mtCO2e,IF-EU,,,C6.3,C6.3.2,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,Total Water Consumption (m3/year),182463954.28,,m_/year,WR.1.1,182463.95,dam3,IF-EU,IF-EU-140a.1b,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY18,,,Final ESG Data Center.xlsx,,,Total Water Withdrawal (m3/year),5765507246.51,,m_/year,WR.2.1,5765507.25,dam3,IF-EU,IF-EU-140a.1a,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,,,Number of customers served in markets subject to renewable portfolio standards (RPS),3386683.00,,Number of Customers,EF.6.1,3386683.00,customers,IF-EU,IF-EU-110a.4a,"Number, Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,,,Percentage fulfillment of renewable portfolio standards (RPS) target by market,0.62,,Percentage (%),EF.6.2,0.62,percentage,IF-EU,IF-EU-110a.4b,"Number, Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,"The entity shall discuss its operations in markets with RPS regulations or where regulations are emerging, including whether it is meeting its regulatory obligations, whether regulations require future increases or changes to the entity’s renewable energy portfolio, and strategies to maintain compliance with emerging regulations.",[not found],,text,EF.6.3,,,IF-EU,IF-EU-110a.4c,"Number, Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,GRI Report Appendix 21,42,could not confirm 0 incidents,Number of incidents of non-compliance with physical and/or cybersecurity standards or regulations,[not found],,Number,EF.7.1,,,IF-EU,IF-EU-550a.1a,Number,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,System Average Interruption Duration Index (SAIDI) (Minutes),228.80,,Minutes,EF.7.2,228.80,Minutes,IF-EU,IF-EU-550a.2a,"Minutes, Number",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,System Average Interruption Frequency Index (SAIFI) - Number of interruptions,1.41,,Minutes,EF.7.3,1.41,Minutes,IF-EU,IF-EU-550a.2b,"Minutes, Number",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Customer Average Interruption Duration index (CAIDI) (Minutes),162.80,,Minutes,EF.7.4,162.80,Minutes,IF-EU,IF-EU-550a.2c,"Minutes, Number",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,The entity shall discuss notable service disruptions such as those that affected a significant number of customers or disruptions of extended duration,[not found],,Text,EF.7.5,,,IF-EU,IF-EU-550a.2d,"Minutes, Number",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of electric utility revenues from rate structures that are decoupled,0.00,,Percentage (%),EF.8.1,0.00,percentage,IF-EU,IF-EU-420a.1a,Percentage (%),,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of electric utility revenues from rate structures that contain a lost revenue adjustment mechanism (LRAM),0.00,,Percentage (%),EF.8.2,0.00,percentage,IF-EU,IF-EU-420a.1b,Percentage (%),,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,8,Refers to 6 documents,Percentage of electric load served by smart grid technology,[see notes],,Percentage (%) by megawatt hours (MWh),EF.8.3,,,IF-EU,IF-EU-420a.2a,Percentage (%) by megawatt hours (MWh),,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,8,Refers to 6 documents,The entity shall discuss the opportunities and challenges associated with the development and operations of a smart grid,[see notes],,Percentage (%) by megawatt hours (MWh),EF.8.4,,,IF-EU,IF-EU-420a.2b,Percentage (%) by megawatt hours (MWh),,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,8,refers to 2 documents,Customer electricity savings from efficiency measures by market,[see notes],,Megawatt hours (MWh),EF.8.5,,,IF-EU,IF-EU-420a.3a,Megawatt hours (MWh),,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,8,refers to 2 documents,The entity shall discuss customer efficiency regulations relevant to each market in which it operates,[see notes],,Megawatt hours (MWh),EF.8.6,,,IF-EU,IF-EU-420a.3b,Megawatt hours (MWh),,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,,Average retail electric rate for residential customers,[see subsidiaries],,Rate,EF.9.1,,,IF-EU,IF-EU-240a.1a,Rate,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,,Average retail electric rate for commercial customers,[see subsidiaries],,Rate,EF.9.2,,,IF-EU,IF-EU-240a.1b,Rate,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,,Average retail electric rate for industrial customers,[see subsidiaries],,Rate,EF.9.3,,,IF-EU,IF-EU-240a.1c,Rate,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,,Typical monthly electric bill for residential customers for 500 kWh of electricity delivered per month,[see subsidiaries],,Reporting currency,EF.9.4,,,IF-EU,IF-EU-240a.2a,Reporting currency,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,,"Typical monthly electric bill for residential customers for 1,000 kWh of electricity delivered per month",[see subsidiaries],,Reporting currency,EF.9.5,,,IF-EU,IF-EU-240a.2b,Reporting currency,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,,Number of residential customer electric disconnections for non payment,487943.00,,"Number, Percentage (%)",EF.9.6,487943.00,customers,IF-EU,IF-EU-240a.3a,"Number, Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,this percentage is for power reconnected within 1 week,Percentage of residential customer electric disconnections for non payment that were reconnected within 30 days,0.78,,"Number, Percentage (%)",EF.9.7,0.78,percentage,IF-EU,IF-EU-240a.3b,"Number, Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,6,http://aepsustainability.com/community-customer/customer/energy-assistance/,"Discussion of impact of external factors on customer affordability of electricity, including the economic conditions of the service territory",[see notes],,n/a,EF.9.8,,,IF-EU,IF-EU-240a.4a,n/a,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Total Scope 1 emissions CO2e (metric tonnes),64776307.00,,metric tonnes,Em.1.1,64776307.00,mtCO2e,IF-EU,IF-EU-110a.1a,"Mg (t) CO_-e, Percentage (%)",C6.1,C6.1.1,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Scope 1 and 2 intensity (Mg CO2e/total revenue $) ,0.01,,mtCO2e/USD,Em.13.1,0.01,mtCO2e/USD,IF-EU,IF-EU-120a.1a,"Mg (t), Percentage (%)",C6.10,C6.10.1,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Scope 1 and 2 intensity (Mg CO2e/MWh generated) ,0.86,,mtCO2e/MWh generated,Em.13.8,0.86,mtCO2e/MWh generated,IF-EU,IF-EU-120a.1a,"Mg (t), Percentage (%)",C6.10,C6.10.8,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,https://www.aep.com/Assets/docs/AEP2018CleanEnergyFutureReport.pdf,,,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",[see report],,n/a,Em.14.7,,,IF-EU,IF-EU-110a.3a,n/a,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,NOx (MT),35747.00,,"Mg (t), Percentage (%)",Em.17.10,35747.00,Mg,IF-EU,IF-EU-120a.1a,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Air emissions from particulate matter (PM ),[not found],,"Mg (t), Percentage (%)",Em.17.11,,,IF-EU,IF-EU-120a.1c,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,SO2 (MT),47385.00,,"Mg (t), Percentage (%)",Em.17.13,47385.00,Mg,IF-EU,IF-EU-120a.1b,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of lead (Pb) emissions in or near areas of dense population,[not found],,"Mg (t), Percentage (%)",Em.17.14,,,IF-EU,IF-EU-120a.1i,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of mercury (Hg) emissions in or near areas of dense population,[not found],,"Mg (t), Percentage (%)",Em.17.15,,,IF-EU,IF-EU-120a.1j,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of NO (excluding N O) emissions in or near areas of dense population,[not found],,"Mg (t), Percentage (%)",Em.17.16,,,IF-EU,IF-EU-120a.1f,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of particulate matter (PM ) emissions in or near areas of dense population,[not found],,"Mg (t), Percentage (%)",Em.17.17,,,IF-EU,IF-EU-120a.1h,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of SO emissions in or near areas of dense population,[not found],,"Mg (t), Percentage (%)",Em.17.18,,,IF-EU,IF-EU-120a.1g,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,SASB 2020 Report,4,,Air emissions from lead (Pb),[not found],,Pounds,Em.17.6,,,IF-EU,IF-EU-120a.1d,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Mercury (kg) ,140.90,,kg,Em.17.8,140.90,kg,IF-EU,IF-EU-120a.1e,"Mg (t), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,3,,Percentage of gross global Scope 1 emissions covered under emissions-limiting regulations,[not found],,"Mg (t) CO_-e, Percentage (%)",Em.2.1,,,IF-EU,IF-EU-110a.1b,"Mg (t) CO_-e, Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,3,,Percentage of gross global Scope 1 emissions covered under emissions-reporting regulations,[not found],,"Mg (t) CO_-e, Percentage (%)",Em.2.2,,,IF-EU,IF-EU-110a.1c,"Mg (t) CO_-e, Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,SF6 (MT CO2e),166149.00,,mtCO2e,Em.4.12,166149.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,CO2 (MT),64157262.00,,mtCO2e,Em.4.7,64157262.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,CH4 (MT CO2e),190755.00,,mtCO2e,Em.4.8,190755.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,N2O (MT CO2e),262141.00,,mtCO2e,Em.4.9,262141.00,mtCO2e,IF-EU,,,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,2020 SASB Report,3,,Greenhouse gas (GHG) emissions associated with power deliveries,11756.00,,CO2e Lbs/MWh,Em.5.5,5.33,mtCO2e/MWh generated,IF-EU,IF-EU-110a.2a,Mg (t) CO_-e,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Location Based (MT CO2e),14514119.00,,mtCO2e,Em.7.1,14514119.00,mtCO2e,IF-EU,,,C6.3,C6.3.1,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Market Based (MT CO2e),12724618.00,,mtCO2e,Em.7.2,12724618.00,mtCO2e,IF-EU,,,C6.3,C6.3.2,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Total Water Consumption (m3/year),167428676.37,,m_/year,WR.1.1,167428.68,dam3,IF-EU,IF-EU-140a.1b,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of water consumed in regions with High or Extremely High Baseline Water Stress,[not found],,"Thousand cubic meters (m_), Percentage (%)",WR.1.3,,,IF-EU,IF-EU-140a.1d,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,Final ESG Data Center.xlsx,,,Total Water Withdrawal (m3/year),5499327625.18,,m_/year,WR.2.1,5499327.63,dam3,IF-EU,IF-EU-140a.1a,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Percentage of water withdrawn in regions with High or Extremely High Baseline Water Stress,[not found],,"Thousand cubic meters (m_), Percentage (%)",WR.2.3,,,IF-EU,IF-EU-140a.1c,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,"Number of incidents of non-compliance associated with water quantity and/or quality permits, standards, and regulations",,,Number,WR.3.1,,,IF-EU,IF-EU-140a.2a,Number,,,Baltzell
AMERICAN ELECTRIC POWER,US0255371017,D3510,US,,FY19,,,,,,Description of water management risks and discussion of strategies and practices to mitigate those risks,,,n/a,WR.3.2,,,IF-EU,IF-EU-140a.3a,n/a,,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Total operational energy consumption,150.00,,PJ,EF.1.1,41666700.00,MWh,EM-MM,EM-MM-130a.1a,"Gigajoules (GJ), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Consumption of electricity from grid,31.00,,PJ,EF.2.4,8611118.00,MWh,EM-MM,EM-MM-130a.1b,"Gigajoules (GJ), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Operational energy consumption from renewable sources (PJ),0.05,,PJ,EF.2.7,13888.90,MWh,EM-MM,EM-MM-130a.1c,"Gigajoules (GJ), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Scope 1 GHG emissions(6),10.60,,mtCO2e,Em.1.1,10.60,mtCO2e,EM-MM,EM-MM-110a.1a,"Mg (t) CO_-e, Percentage (%)",C6.1,C6.1.1,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Consumption(8),159960.00,,ML,WR.1.2,159960.00,dam3,EM-MM,EM-MM-140a.1b,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Withdrawals(6),339870.00,,ML,WR.2.2,339870.00,dam3,EM-MM,EM-MM-140a.1a,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Percentage of fresh water withdrawn in regions with High or Extremely High Baseline Water Stress,0.00,,percentage,WR.2.4,0.00,percentage,EM-MM,EM-MM-140a.1c,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY18,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Percentage of fresh water consumed in regions with High or Extremely High Baseline Water Stress,0.00,,percentage,WR.2.5,0.00,percentage,EM-MM,EM-MM-140a.1d,"Thousand cubic meters (m_), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY19,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Total operational energy consumption,149.00,,PJ,EF.1.1,41388922.00,MWh,EM-MM,EM-MM-130a.1a,"Gigajoules (GJ), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY19,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Consumption of electricity from grid,31.00,,PJ,EF.2.4,8611118.00,MWh,EM-MM,EM-MM-130a.1b,"Gigajoules (GJ), Percentage (%)",,,Baltzell
BHP BILLITON LIMITED,AU000000BHP4,B0710,AU,,FY19,,,200914_Sustainability and ESG Navigators and Databook 2020.xlsx,3,,Operational energy consumption from renewable sources (PJ),0.05,,PJ,EF.2.7,13888.90,MWh,EM-MM,EM-MM-130a.1c,"Gigajoules (GJ), Percentage (%)",,,Baltzell
