Company Name,ISIN,ISIC full_code,Region/Country,Report Date,Fiscal Year,Quarter,Month,Orig Report,Page,Note,Report Label,Quantity,Quantity Type,Reported Units,OS-C Code,Standardized Quantity,Standardized units,SASB Industry Code,SASB Sub-Metric Code,SASB units,CDP Code,OS-C - CDP synthetic code,Analyst
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,1,Scope 1,97639.00,,mtCO2e,Em.1.1,97639.00,mtCO2e,TC-SI,,,C6.1,C6.1.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,,Scope 2 - Location-Based,2691879.00,,mtCO2e,Em.7.1,2691879.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,1,Scope 2 - Market-Based1,139108.00,,mtCO2e,Em.7.2,139108.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,2,Scope 3 - Purchased Goods & Services / Capital Goods2,13000000.00,,mtCO2e,Em.11.18,13000000.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,,Scope 3 - Fuel- and Energy-Related Activities,540000.00,,mtCO2e,Em.11.3,540000.00,mtCO2e,TC-SI,,,C6.5,C6.5.3,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,2,Scope 3 - Upstream Transportation2,100000.00,,mtCO2e,Em.11.4,100000.00,mtCO2e,TC-SI,,,C6.5,C6.5.4,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,2,Scope 3 - Waste2,700.00,,mtCO2e,Em.11.5,700.00,mtCO2e,TC-SI,,,C6.5,C6.5.5,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,1,Scope 3 - Business Travel1,337122.00,,mtCO2e,Em.11.6,337122.00,mtCO2e,TC-SI,,,C6.5,C6.5.6,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,2,Scope 3 - Employee Commuting2,330000.00,,mtCO2e,Em.11.7,330000.00,mtCO2e,TC-SI,,,C6.5,C6.5.7,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,2,Scope 3 - Downstream Transportation2,80000.00,,mtCO2e,Em.11.9,80000.00,mtCO2e,TC-SI,,,C6.5,C6.5.9,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,3,Scope 3 - Use of Sold Products3,4274000.00,,mtCO2e,Em.11.11,4274000.00,mtCO2e,TC-SI,,,C6.5,C6.5.11,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,,Scope 3 - End of Life of Sold Products,106000.00,,mtCO2e,Em.11.12,106000.00,mtCO2e,TC-SI,,,C6.5,C6.5.12,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,,Scope 3 - Downstream Leased Assets,700.00,,mtCO2e,Em.11.13,700.00,mtCO2e,TC-SI,,,C6.5,C6.5.13,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY17,,,MSFT ESG 2018 Report,1,4,"Total - Scope 1, Scope 2, and Scope 34",19005000.00,,mtCO2e,Em.12.1,19005000.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,1,Scope 1,94651.00,,mtCO2e,Em.1.1,94651.00,mtCO2e,TC-SI,,,C6.1,C6.1.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,,Scope 2 - Location-Based,2139343.00,,mtCO2e,Em.7.1,2139343.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,1,Scope 2 - Market-Based1,115955.00,,mtCO2e,Em.7.2,115955.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,2,Scope 3 - Purchased Goods & Services / Capital Goods2,9000000.00,,mtCO2e,Em.11.18,9000000.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,,Scope 3 - Fuel- and Energy-Related Activities,440000.00,,mtCO2e,Em.11.3,440000.00,mtCO2e,TC-SI,,,C6.5,C6.5.3,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,2,Scope 3 - Upstream Transportation2,100000.00,,mtCO2e,Em.11.4,100000.00,mtCO2e,TC-SI,,,C6.5,C6.5.4,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,2,Scope 3 - Waste2,800.00,,mtCO2e,Em.11.5,800.00,mtCO2e,TC-SI,,,C6.5,C6.5.5,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,1,Scope 3 - Business Travel1,327483.00,,mtCO2e,Em.11.6,327483.00,mtCO2e,TC-SI,,,C6.5,C6.5.6,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,2,Scope 3 - Employee Commuting2,280000.00,,mtCO2e,Em.11.7,280000.00,mtCO2e,TC-SI,,,C6.5,C6.5.7,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,2,Scope 3 - Downstream Transportation2,120000.00,,mtCO2e,Em.11.9,120000.00,mtCO2e,TC-SI,,,C6.5,C6.5.9,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,3,Scope 3 - Use of Sold Products3,6467000.00,,mtCO2e,Em.11.11,6467000.00,mtCO2e,TC-SI,,,C6.5,C6.5.11,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,,Scope 3 - End of Life of Sold Products,174000.00,,mtCO2e,Em.11.12,174000.00,mtCO2e,TC-SI,,,C6.5,C6.5.12,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,,Scope 3 - Downstream Leased Assets,4000.00,,mtCO2e,Em.11.13,4000.00,mtCO2e,TC-SI,,,C6.5,C6.5.13,Tiemann
MICROSOFT CORP,US5949181045,J5820,,,FY16,,,MSFT ESG 2018 Report,1,4,"Total - Scope 1, Scope 2, and Scope 3",17124000.00,,mtCO2e,Em.12.1,17124000.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - CO2,73151.00,,mtCO2e,Em.4.7,73151.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - CH4,26.00,,mtCO2e,Em.4.8,26.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY18,,,MSFT ESG 2018 Report,4,,CH4 Emissions - Asia,2.00,,mtCO2e,Em.4.8,2.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY18,,,MSFT ESG 2018 Report,4,,"CH4 Emissions - Europe, Middle East, Africa",9.00,,mtCO2e,Em.4.8,9.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY18,,,MSFT ESG 2018 Report,4,,CH4 Emissions - Latin America,3.00,,mtCO2e,Em.4.8,3.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,US,,FY18,,,MSFT ESG 2018 Report,4,,CH4 Emissions - US,12.00,,mtCO2e,Em.4.8,12.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - N2O,199.00,,mtCO2e,Em.4.9,199.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - HFCs,17315.00,,mtCO2e,Em.4.10,17315.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - PFC,0.00,,mtCO2e,Em.4.11,0.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY18,,,MSFT ESG 2018 Report,4,11,Scope 1 - SF6,32.00,,mtCO2e,Em.4.12,32.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - Asia,4885.00,,mtCO2e,Em.3.1,4885.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY18,,,MSFT ESG 2018 Report,4,,"Scope 1 - Europe, Middle East, Africa",41842.00,,mtCO2e,Em.3.1,41842.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - Latin America,3553.00,,mtCO2e,Em.3.1,3553.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY18,,,MSFT ESG 2018 Report,4,,Scope 1 - North America,40443.00,,mtCO2e,Em.3.1,40443.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY18,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - Asia,528277.00,,mtCO2e,Em.7.1,528277.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY18,,,MSFT ESG 2018 Report,4,,"Scope 2 - Location-Based - Europe, Middle East, Africa",518921.00,,mtCO2e,Em.7.1,518921.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY18,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - Latin America,23517.00,,mtCO2e,Em.7.1,23517.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY18,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - North America,1929807.00,,mtCO2e,Em.7.1,1929807.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY18,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - ASIA",174533.00,,mtCO2e,Em.7.2,174533.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY18,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - EMEA",7301.00,,mtCO2e,Em.7.2,7301.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY18,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - LATAM",751.00,,mtCO2e,Em.7.2,751.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY18,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - NORAM",744.00,,mtCO2e,Em.7.2,744.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - CO2,73113.00,,mtCO2e,Em.4.7,73113.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - CH4,27.00,,mtCO2e,Em.4.8,27.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY17,,,MSFT ESG 2018 Report,4,,CH4 Emissions - Asia,3.00,,mtCO2e,Em.4.8,3.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY17,,,MSFT ESG 2018 Report,4,,"CH4 Emissions - Europe, Middle East, Africa",9.00,,mtCO2e,Em.4.8,9.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY17,,,MSFT ESG 2018 Report,4,,CH4 Emissions - Latin America,3.00,,mtCO2e,Em.4.8,3.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,US,,FY17,,,MSFT ESG 2018 Report,4,,CH4 Emissions - US,12.00,,mtCO2e,Em.4.8,12.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - N2O,186.00,,mtCO2e,Em.4.9,186.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - HFCs,24314.00,,mtCO2e,Em.4.10,24314.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - PFC,0.00,,mtCO2e,Em.4.11,0.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY17,,,MSFT ESG 2018 Report,4,11,Scope 1 - SF6,0.00,,mtCO2e,Em.4.12,0.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - Asia,8454.00,,mtCO2e,Em.3.1,8454.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY17,,,MSFT ESG 2018 Report,4,,"Scope 1 - Europe, Middle East, Africa",43196.00,,mtCO2e,Em.3.1,43196.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - Latin America,3632.00,,mtCO2e,Em.3.1,3632.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY17,,,MSFT ESG 2018 Report,4,,Scope 1 - North America,42356.00,,mtCO2e,Em.3.1,42356.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY17,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - Asia,439033.00,,mtCO2e,Em.7.1,439033.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY17,,,MSFT ESG 2018 Report,4,,"Scope 2 - Location-Based - Europe, Middle East, Africa",399061.00,,mtCO2e,Em.7.1,399061.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY17,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - Latin America,21012.00,,mtCO2e,Em.7.1,21012.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY17,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - North America,1832773.00,,mtCO2e,Em.7.1,1832773.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY17,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - ASIA",121930.00,,mtCO2e,Em.7.2,121930.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY17,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - EMEA",14460.00,,mtCO2e,Em.7.2,14460.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY17,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - LATAM",2096.00,,mtCO2e,Em.7.2,2096.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY17,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - NORAM",623.00,,mtCO2e,Em.7.2,623.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - CO2,75794.00,,mtCO2e,Em.4.7,75794.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - CH4,27.00,,mtCO2e,Em.4.8,27.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY16,,,MSFT ESG 2018 Report,4,,CH4 Emissions - Asia,3.00,,mtCO2e,Em.4.8,3.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY16,,,MSFT ESG 2018 Report,4,,"CH4 Emissions - Europe, Middle East, Africa",10.00,,mtCO2e,Em.4.8,10.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY16,,,MSFT ESG 2018 Report,4,,CH4 Emissions - Latin America,3.00,,mtCO2e,Em.4.8,3.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,US,,FY16,,,MSFT ESG 2018 Report,4,,CH4 Emissions - US,11.00,,mtCO2e,Em.4.8,11.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - N2O,192.00,,mtCO2e,Em.4.9,192.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - HFCs,18638.00,,mtCO2e,Em.4.10,18638.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - PFC,0.00,,mtCO2e,Em.4.11,0.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,WW,,FY16,,,MSFT ESG 2018 Report,4,11,Scope 1 - SF6,0.00,,mtCO2e,Em.4.12,0.00,mtCO2e,TC-SI,,,,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - Asia,8264.00,,mtCO2e,Em.3.1,8264.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY16,,,MSFT ESG 2018 Report,4,,"Scope 1 - Europe, Middle East, Africa",44206.00,,mtCO2e,Em.3.1,44206.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - Latin America,3726.00,,mtCO2e,Em.3.1,3726.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY16,,,MSFT ESG 2018 Report,4,,Scope 1 - North America,38454.00,,mtCO2e,Em.3.1,38454.00,mtCO2e,TC-SI,,,C7.2,,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY16,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - Asia,384432.00,,mtCO2e,Em.7.1,384432.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY16,,,MSFT ESG 2018 Report,4,,"Scope 2 - Location-Based - Europe, Middle East, Africa",356987.00,,mtCO2e,Em.7.1,356987.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY16,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - Latin America,18952.00,,mtCO2e,Em.7.1,18952.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY16,,,MSFT ESG 2018 Report,4,,Scope 2 - Location-Based - North America,1378971.00,,mtCO2e,Em.7.1,1378971.00,mtCO2e,TC-SI,,,C6.3,C6.3.1,Tiemann
MICROSOFT CORP,US5949181045,J5820,Asia,,FY16,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - ASIA",28849.00,,mtCO2e,Em.7.2,28849.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,EMEA,,FY16,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - EMEA",17682.00,,mtCO2e,Em.7.2,17682.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,LATAM,,FY16,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - LATAM",1037.00,,mtCO2e,Em.7.2,1037.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
MICROSOFT CORP,US5949181045,J5820,NORAM,,FY16,,,MSFT ESG 2018 Report,4,,"Scope 2, Market-based - NORAM",68387.00,,mtCO2e,Em.7.2,68387.00,mtCO2e,TC-SI,,,C6.3,C6.3.2,Tiemann
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY19,,,Shell Sustainability Report 2019,88,,Direct GHG emissions (Scope 1) (million tonnes CO2 equivalent) [A],70.00,,million mtCO2e,Em.1.1,70000000.00,mtCO2e,EM-EP,EM-EP-110a.1a,"Mg CO₂-e (t), Percentage (%)",C6.1,C6.1.1,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY18,,,Shell Sustainability Report 2019,88,,Direct GHG emissions (Scope 1) (million tonnes CO2 equivalent) [A],71.00,,million mtCO2e,Em.1.1,71000000.00,mtCO2e,EM-EP,EM-EP-110a.1a,"Mg CO₂-e (t), Percentage (%)",C6.1,C6.1.1,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY17,,,Shell Sustainability Report 2019,88,,Direct GHG emissions (Scope 1) (million tonnes CO2 equivalent) [A],73.00,,million mtCO2e,Em.1.1,73000000.00,mtCO2e,EM-EP,EM-EP-110a.1a,"Mg CO₂-e (t), Percentage (%)",C6.1,C6.1.1,Baltzell
Royal Dutch Shell plc,GB00B03MLX29,B0610,Global,,FY16,,,Shell Sustainability Report 2019,88,,Direct GHG emissions (Scope 1) (million tonnes CO2 equivalent) [A],70.00,,million mtCO2e,Em.1.1,70000000.00,mtCO2e,EM-EP,EM-EP-110a.1a,"Mg CO₂-e (t), Percentage (%)",C6.1,C6.1.1,Baltzell
PPL CORP,US69351T1060,D3510,,,FY19,,,PPL SASB Map 2019,,,Gross global Scope 1 emissions,26851641.00,,mtCO2e,Em.1.1,26851641.00,mtCO2e,IF-EU,IF-EU-110a.1a,"Mg (t) CO₂-e, Percentage (%)",C6.1,C6.1.1,Baltzell
E.ON SE,DE000ENAG999,D3510,,,FY19,,,https://www.eon.com/en/about-us/sustainability/facts-and-figures.html,,,Greenhouse gas emissions - Scope 1,4.91,,million mtCO2e,Em.1.1,4910000.00,mtCO2e,IF-EU,,,C6.1,C6.1.1,Baltzell
